identifier,Title (Sindhi),Author (English),Year,Author (Sindhi),Title (English),Publisher,Language,Thumbnail,Link
san_0908,سماجواد سلسلو نمبر 33 (نومبر-ڊسمبر 2018),Bakhshal Thalho,2018,بخشل ٿلهو,Samajwad (November-December 2018),"Awami Workers Party, Hyderabad.",sindhi,,
san_0113,رهجي ويا ڳڻ,Amanullah Shaikh,2010,امان الله شيخ,Rahji waya GuNa,"Sagar Publishing House, Karachi.",sindhi,,
san_0255,ادب ۽ اديب: گوبند مالهي : عجب! هي رشتا ناتا! ( آتم ڪٿا),Gobind Malhi,1991,گوبند مالهي,Adab ain Adeeb,"Sindhi Times Publications, Ulhasnagar.",sindhi,,
san_0423,انسانيت جو ازلي ورثو,Maulana Abulkalam Azad,1997,مولانا ابوالڪلام آزاد (سنڌيڪار نور احمد ميمڻ),Insaaniyat jo azali warso,Sindhica,sindhi,,
san_0659,سنڌ جا دشمن ڪير,Islam Dost Adeeb,,اسلام دوست اديب,Sindh ja dusman ker,Abdul Latif,sindhi,,
san_0624,ڪنوار,Margaret Irwin,1984,مارگريٽ ارون (سنڌيڪار نور محمد عباسي),Kunwaar [The Bride: The Story of Louise And Montrose (1939)],"Shahbaz Publications, Hyderabad.",sindhi,,
san_0871,"ماهوار ""تحريڪ"" (جنوري-فيبروري 1973)",Qasim Pathar Sindhi,1973,قاسم پٿر سنڌي,"Monthly ""Tahreek"" (January-February 1973)","Suhani Printers, Hyderabad.",sindhi,,
san2020-12,علامہ آءِ آءِ قاضي,Aftab Abro,1990,آفتاب ابڙو,Allama I. I. Qazi,"Department of Culture, Sindh.",sindhi,,
san_0199,نئون ڇٽيھ لکڻو,Dr. Shamsudin Ursani,1983,ڊاڪٽر شمس الدين عرساڻي,Naoon Chhatreeha lakhNo,Sindhi Saahat Ghar,sindhi,,
san2020-65,گائيڊنس,Mohammad Ismail Ursani et al,1970,محمد اسماعيل عرساڻي ۽ ٻيا,Guidance,"Ronaq Publications, Hyderabad.",sindhi,,
san_0079,منهنجون ڪهاڻيون,Ali Baba,1994,علي بابا,Munhinjoon kahaNiyun,"Roshni Publications, Kandiaro.",sindhi,,
san_0250,ڳالهيون پيٽ ورن ۾: (سياسي، تاريخي، تنقيدي ادبي ڪالمن جو مجموعو) ڀاڱو پهريون,Sultana Waqasi,2015,سلطانه وقاصي,Gaalihyoon peT waran mein (Vol. 1),"Ambar Publications, Karachi.",sindhi,,
san_0013,ٻارن لاءِ لوڪ ڪهاڻيون (پهريون حصو),Fazul Rahman Memon,1997,فضل الرحمان ميمڻ,Baaran Lai Lok kahaniyun (Pahiryon Hiso),Sindhica,sindhi,,
san_0235,جنهن ساھ ڏئي ويساھ ڏنو: شهيد نذير عباسي,Zarqa Abbasi,2002,زرقا عباسي,Janhin saah Dai wesah Dino,"Rozani SINDH, Hyderabad.",sindhi,,
san_0855,ٽماهي مهراڻ (جنوري-مارچ 1983),Nafees Ahmed Shaikh,1983,نفيس احمد شيخ,Mehran Quarterly January-March 1983,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-170,ادبي تنقيد، فن ۽ تاريخ,Dr. Fahmida Hussain,1997,ڊاڪٽر فهميده حسين,"Adabi Tanqeed, Fun Aen Tareekh","Sindhi Adabi Academy, Karachi.",sindhi,,
san2020-182,مسڪين جهان خان کوسو (تبصرن سميت),Mohd Bux Baloch Majnoo,1998,محمد بخش بلوچ مجنون,Miskeen Jahan Khan Khoso (Tabsaran Samait),Sindhi Sahat Ghar.,sindhi,,
san2020-248,اهي ڏينهن اهي شينهن (جلد ٻيو),Pir Ali M. Rashdi,1993,پير علي محمد راشدي,Uhay Deenhan Uhay Sheenhan,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-278,سڌارٿ (ناول),Hermann Hesse,1955,هرمن هيس (سنڌيڪار ايسرداس رائسنگھاڻي),Sidhartha (Novel),"Hindustan Sahtiya Mala, Mumbai.",sindhi,,
san2020-295,ڪٿا (جلد 1): ڏسي ڏوھ اکين سين,Jamal AbRo,1998,جمال ابڙو,Disee Doh Akhiun Seen,"New Fields Publication, Hyderabad.",sindhi,,
san2020-3,زندگي کليل ڪتاب,MaNak Mallah (Imdad M. Shah),1999,ماڻڪ ملاح ( امداد محمد شاھ ),Zindagi Khulyal Kitab,"Marvi Academy, Karachi.",sindhi,,
san_0017,سنڌي قائدو,Unknown,,اڻڄاتل,Sindhi Qaido,Kathiawar Store,sindhi,,
san_0019,جيڪو پيءُ کي پڳ ٻڌائي,Abdul Ghafar Soomro,1995,عبدالغفار سومرو,Jeko Peeu khay PaGa Badhai,Mehran Academy,sindhi,,
san_0027,عقلمند مهاڻو,Mahboob Ali Baluch,2000,محبوب علي بلوچ,Aqulmand MuhaNo,Manzoor Book Store,sindhi,,
san_0035,ڪوڙ جو انجام,Gul Hassan Sethar,1996,گل حسن سيٺار,KooR jo anjaam,Maulvi Aziz Kutub Khano,sindhi,,
san_0050,ماهوار سنڌو مارچ (1938),Boolchand Wasoomal Rajpal,1938,بولچند وسومل راجپال,Monthly Sindhu March 1938,Boolchand Wasoomal Rajpal,sindhi,,
san_0442,ڌرتي دين ڌرم (شاعري),Munshi Ibrahim,1991,منشي ابراهيم,Dharti deen dharam,"Roshni Publication, Kandiaro",sindhi,,
san_0567,يادگيريون سنڀال، ڪم ايندئي (ڊائريءَ جا ورق، رپوٽون، مضمون),Chetan Meghwar,2017,چيتن ميگھواڙ,"Yadgeeriyun sanbhaal, kam eendai","Sambara Publications, Hyderabad.",sindhi,,
san_0578,سنڌ ڪهاڻي 2002,Kewalram Malkani,2002,ڪيولرام ملڪاڻي,Sindh Story,"Sindh Tahqeeqi Board, Hyderabad.",sindhi,,
san_0622,اوهين سڀ ننگا آهيو (ڪهاڻيون),Kirat Babani,2002,ڪيرت ٻاٻاڻي,Awheen Sabh nanga aahiyo,"Sindh Book Club, Hyderabad.",sindhi,,
san_0777,هند ۽ ايران جيئن مون ڏٺا,Shabir Shar,2016,شبير شر,Hind ain Iran jeean moon ditha,Sindhica,sindhi,,
san2020-134,گوندر ويا گذري (يادگيريون),Justice (R) Syed Deedar Hussain Shah,2014,جسٽس (ر) سيد ديدار حسين شاهه,Goondar Waya Guzri (An Autobiography),"Sindhica Academy, Karachi.",sindhi,,
san2020-192,چشمو لاهيو: اکين جي بيمارين جا مکيه ڪارڻ,Lekhraj Kirpaldas Rajani,2001,ليکراج ڪرپالداس راجاڻي,Chashmo Laahiyo (Get rid of Spectacles),Lekhraj Kirpaldas Rajani,sindhi,,
san2020-194,سنڌ جا سورما (ڀاڱو پهريون),G. M. Syed,1984,جي ايم سيد,Sindh ja Soorma (Heroes of Sindh),"Naeen Sindh Publications, Karachi.",sindhi,,
san2020-199,منشيات بابت تعليم,Unknown,,نامعلوم,Manshiyat babat taaleem (Drug Education),"Ministry of Education, Govt. of Pakistan.",sindhi,,
san2020-227,سنڌ جي انتظامي تاريخ,Sir William Napier,2008,وليم نيپئر (سنڌيڪار: عطا محمد ڀنڀرو),Sindh jee intzamee tareekh,"Roshni Publications, Kandiaro.",sindhi,,
san2020-242,سنڌوءَ جي ساڃاھ,G. M. Syed,2010,جي ايم سيد,Sindhu Jee Sanjah,"G. M. Syed Academy, Sann.",sindhi,,
san2020-60,شاھ ڪريم جو ڪلام (وڌايل ۽ سنواريل),Memon Abdul Majeed Sindhi,1995,ميمڻ عبدالمجيد سنڌي,Shah Karim jo Kalaam,"Roshni Publications, Kandiaro.",sindhi,,
san_0061,ناد وارو (ڪهاڻيون),Amar Laghari,2015,امر لغاري,Naada waaro,"Kaachho Publications, Karachi",sindhi,,
san_0105,پيغام لطيف,G. M. Syed,2005,جي ايم سيد,PAIGHAM--E-LATIF,"G. M.Syed Academy, Sann.",sindhi,,
san_0115,پاتم جھاتي جهان ۾ (آتم ڪٿا) ڀاڱو پهريون,Syam Kumar,2015,شيام ڪمار,Paatam Jhaati Jahaan mein,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0140,قصائد پاڪ,Faqeer Ghulam Hussain Dayo,2011,فقير غلام حسين دايو (ستار پيرزادو),Qasaid e paak,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0217,هوا جو ڏينهن (شاعري),Aajiz Meerwahi,2008,عاجز ميرواهي,Hawa jo Deenhun,Sindh Adabi Academy,sindhi,,
san_0223,جيل جي ڊائري ( 4 نومبر 1980ع کان 16 جنوري 1985ع تائين),Badar Abro,1990,بدر ابڙو,Jail jee diary,Badar Abro,sindhi,,
san_0246,روضِ عشق (ليلى مجنون هير رانجھو عشقيه داستان),Qadir Bakhsh Bedil,2009,قادر بخش بيدل,Roz e Ishq,Bedil Yadgaar Committee,sindhi,,
san_0256,وصال جا آخري ڏينهن (شاعري),Aziz Gopang,2007,عزيز گوپانگ,Vissal Jaa Aakhree Deenhn (Poetry),"Masoom Sanghrai Academy, Sanghar.",sindhi,,
san_0257,عمر اوٺي اباڻن جا (خاڪا),Aziz Gopang,2013,عزيز گوپانگ,Umer Othee Abanan Jaa [Profiles],"Kavita Publications, Hyderabad.",sindhi,,
san_0273,وطن ۽ ويساھ (بيت ۽ وايون),Ustad Bukhari,1997,استاد بخاري,Watan ain Wesaah,"Roshni Publications, Kandiaro.",sindhi,,
san_0274,(ولولو ۽ ووڪ (شاعري,Ustad Bukhari,1996,استاد بخاري,Valvalo ain Vauk,"Roshni Publications, Kandiaro.",sindhi,,
san_0476,دل جي دري (ڪهاڻيون),Parwez,2008,پرويز,Dil jee dari,"Sachai Ishaat Ghar, Daro.",sindhi,,
san_0478,قرآن کانسواءِ ڪنهنجي بہ تابعداري نہ ڪيو,Maulana Azizullah Bohio,2010,مولانا عزيزالله ٻوهيو,Quraan khaan sawai kanhjee bi tabedari na karyo,Sindh Sagar Academy,sindhi,,
san_0495,ڪوتا-ڦلواڙي (دنيا جي مختلف ٻولين جي چونڊ شاعري),Vali Ram Vallabh,2006,ولي رام ولڀ,Kavta-PhulwaRi,"Kavita Publications, Hyderabad.",sindhi,,
san_0511,شاھ نامي وارا شاھ يا قديم ايران جي تاريخ,Mirza Qaleech Baig,1926,مرزا قليچ بيگ,Shah namey waara shah,"BLAVATSKY Press, Hyderabad.",sindhi,,
san_0688,وڳ ڪيئن وسرياءِ,Rasool Bakhsh Palijo,1982,رسول بخش پليجو,WaGa keenan wisryaai,"Sindhi Adabi Publishing Agency, Hyderabad.",sindhi,,
san_0693,انگن جا رنگ ۽ ذهانت,Dr. Noor Mustafa Shaikh,2017,نور مصطفيٰ شيخ,Angan jaa ranga ain zahanat,Noor Mustafa Shaikh,sindhi,,
san_0735,تعليم و تربيت هڪ جائزو,Farzana Irfan Moghul,1999,فرزانه عرفان مغل ۽ مشتاق چنا,"Taaleem ain Tarbiyat, hik jaizo [Education & Training - An Overview]","A. F. Moghul & Sons, Jamshoro.",sindhi,,
san_0835,جهدِ حق (فيبروري 1998ع) پاڪستان جي انساني حقن جو ترجمان,HRCP,1998,ايڇ آر سي پي,Jihd e Haq,HRCP,sindhi,,
san_0894,هلال پاڪستان مئگزين (ڊسمبر 1982ع),Faqeer Mohammad Lashari,1982,فقير محمد لاشاري,Halal Pakistan Magazine (December 1982),"Shaikh Sultan Trust, Karachi.",sindhi,,
san_0186,سوچ جو سفر,Inam Shaikh,1996,انعام شيخ,"""Soach jo Safar"" (Journey of Thought)",Sindhica,sindhi,,
san_0550,اوسر پهاڪاتي لغت,Dr. Shamsudin Ursani,2015,ڊاڪٽر شمس الدين عرساڻي,Osar Pahakati Lughat,Osar IshaitaNo,sindhi,,
san2020-133,بنگالي ٻوليءَ جو انقلابي شاعر- قاضي نذر الاسلام (زندگي ۽ فن),Mansoor Qadir Junejo,2008,منصور قادر جوڻيجو,Bangali Booli Jo Inqlabi Shaer- Qazi Nazar Ul Islam (Zindagi Ae Fan),Sambara Publication Hyderabad,sindhi,,
san2020-235,وچتر واقعا (انوکا آزمودا جو ٻيو ڀاڱو),Prof: Ram Panjwani,1966,پروفيسر رام پنجواڻي,Vichtar waqia,"Bharat Jeevan Sahtiya Mandal, Bombay.",sindhi,,
san_0156,گڏاپ جا گل (لغت),Mansoor Thalho,2018,منصور ٿلهو,Gadaap ja gula,"Sambara Publications, Hyderabad.",sindhi,,
san_0396,ممبئي ياترا (سفرنامو),Anwar Pirzado,2008,انور پيرزادو,Mumbai Yatra,Anwar Pirzado Academy,sindhi,,
san_0856,ٽماهي مهراڻ (جولاءِ-سيپٽيمبر 1981),Nafees Ahmed Shaikh,1981,نفيس احمد شيخ,Mehran Quarterly July-September 1981,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-225,مان زندھہ رهندس (ڪهاڻيون),Noor Ghaloo,2016,نور گهلو,Man Zindah Rahndus,"Amerta Publication, Hyderabad.",sindhi,,
san2020-88,لهرون لهرون لاٽ,Aasim Nathan Shahi,1998,آثم ناٿن شاهي,Lehron Lehron Laat,Mari Acadmey Sakrand/Karachi,sindhi,,
san_0053,نامعلوم نالي وارو رسالو اٽڪل 1963 ممبئي ۾ ڇپيل,Unknown,1963,اڻڄاتل,Unknown publication from Bombay published around 1963,Unknown,sindhi,,
san_0029,جانورن جو بادشاھ,Khair Mohammad Baluch,2001,خير محمد بلوچ,Jaanwaran jo Baadshah,Sindhi Language Authority,sindhi,,
san_0640,سوني باگو (اوپيرا),Ali Dost Aajiz,2004,علي دوست عاجز,Soni Bago,"Amarta Publications, Hyderabad.",sindhi,,
san2020-185,ابراهام لنڪن (حياتيءَ جو احوال),Manuel Komroff,1969,لعل محمد جوڻيجو,Abraham Lincoln (Hayati Jo Ahwaal),"Naseem Book Depot, Hyderabad.",sindhi,,
san2020-257,بي رُخي ٽانڊا ڏنا (شاعري),Manjhi Zardari,2018,مانجهي زرداري,Be Rukhi Taanda Dina (Poetry),"Jinsar Publication, Mehar Sindh.",sindhi,,
san_0103,ڪلمة الحق,Maulvi Mohammad Sadiq,1934,مولوي محمد صادق,Kalmatul Haq,Unknown,sindhi,,
san_0268,نروڳ جيون,Nirmal Sabhachandani,1970,نرمل سڀاچنداڻي,NiroG jeevan,Nirmal Sabhachandani,sindhi,,
san_0287,گانڌي: روپ هزار,Anu Bandopadhyaya,2014,انو بندوپاڌيائي (سنڌيڪار ظفر جوڻيجو),Gandhi: roop hazaar,"Phoenix Books, Hyderabad",sindhi,,
san_0361,سنڌي ٻولي تحريڪ (مضمون ۽ مقالا),Mehran Mallah & Rozina Junejo,2008,مهراڻ ملاح ۽ روزينه جوڻيجو,Sindhi boli tahreek,"Phoenix Books, Hyderabad",sindhi,,
san_0584,تعليم مادري زبان,Rahim Bakhsh Memon,1971,رحيم بخش ميمڻ,The Teaching of Mother-Tongue,"R. H. Ahmed & Brothers, Hyderabad.",sindhi,,
san_0586,کن پل جو ڇانورو (ناوليٽ),Mumtaz Bukhari,1997,ممتاز بخاري,Khan Pal jo chhanwro,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0047,ماهوار سنڌو جنوري (1938),Boolchand Wasoomal Rajpal,1938,بولچند وسومل راجپال,Monthly Sindhu January 1938,Boolchand Wasoomal Rajpal,sindhi,,
san_0288,لبرل ازم ۽ اسلام,Imtiaz Gul,2006,امتياز گل,liberalsim ain islam,"Fredrich Nauman Foundation, Islamabad.",sindhi,,
san_0121,حمزه علويءَ کي ساريندي,Zaffar Shaheed,2016,ظفر شهيد (سنڌيڪار اسلم خواجه),Hamza Alavi khe saareende,"Hamza Alavi Foundation, Karachi.",sindhi,,
san_0145,جديد انسان جو مذهب,James Hemming,2002,جيمس هيمنگ (سنڌيڪار ضمير),Jadeed Insaan Jo Mazhab (Instead of God),"Dahap Book Series, Sanghar.",sindhi,,
san2020-117,سنڌو لکت جو بين الاقوامي لکتن سان لاڳاپو,G. R. Hunter,1995,جي آر هنٽر (ترجمو عطا محمد ڀنڀرو),Sindhu likhat .......,Sindhi Language Authority,sindhi,,
san2020-37,سنڌ ۾ تعليم,Sattar VistaRo,2006,ستار وسطڙو,Sindh mein Taaleem,"Veer Publications, Hyderabad.",sindhi,,
san2020-5,ويو وڻجارو اوهري (لطف پيرزادي جي چاليهي تي خاص اشاعت),Unknown,2019,اڻڄاتل,Wiyo WaNjaaro Oohri,Lutf Pirzado Academy,sindhi,,
san2020-22,پراجيڪٽ جي اثرن جي ڪٿ ۽ جائزو,Chris Roche,2003,ڪرس روش (سنڌيڪار محمد اسماعيل سنڌيار ۽ احسان لغاري),Project Jy Asran Jee Kath Aain Jaizo,"K. M. Printer and Publisher, Hyderabad.",sindhi,,
san_0090,بيدل ٩,Akhtar Dargahi,2009,اختر درگاهي,Bedil 9,Bedil Yadgaar Committee,sindhi,,
san_0204,آرسي 5 (جلد پنجون) 1986,Vali Ram Vallabh,1983,ولي رام ولڀ,Aarsi (Volume 5) 1986,,sindhi,,
san_0238,اسان زندھ رهنداسين: ليلى خالد جي آتم ڪهاڻي,Laila Khalid,1984,ليلى خالد (سنڌيڪار زيب سنڌي),Asaan zindah rahandaaseen,"Sugandh Publications, Larkano.",sindhi,,
san_0637,ربيع جون ڀاڄيون ۽ آءِ پي ايم,Ghulam Mustafa Nangraj,2012,غلام مصطفيٰ نانگراج,Rabia joon bhajiyun,Sindh Zarai Khato | سنڌ زرعي کاتو,sindhi,,
san_0470,پيپلز پارٽي ۽ سنڌ,Jagdeesh Ahuja,2013,جڳديش آهوجا,peepulz party ain Sindh,"Sindhu Vaas Publications, Hyderabad.",sindhi,,
san2020-270,قومي علحدگيءَ جو سوشلسٽ جمهوري حق,Abu Jibran,1987,ابو جبران,Qoumi alehdagi jo socialist jamhoori haq,"Shaheed Abdul Razzaq Soomro Publications, Moro.",sindhi,,
san2020-195,عيبن هاڻي (ڪهاڻين جو مجموعو),Tanweer Junejo,1981,تنوير جوڻيجو,Aiban HaaNi (Short Stories),"Idara-e-Shahbaz Publications, Hyderabad.",sindhi,,
san_0202,ملا دو پيازو ۽ بيربل جا لطيفا,Unknown,2000,اڻڄاتل,Mulla do piyazo ain Beerbal ja Lateefa,Naveed Book Depot.,sindhi,,
san_0402,اڌ کليون اکيون (ڪهاڻين جو مجموعو),Veena Shringi,1990,وينا شرنگي,Adh Khuliyoon Akhiyoon,"Promila Publications, New Delhi.",sindhi,,
san_0001,سنڌ تعليمي پاليسي 2013 عوامي جمهوري پارٽي,Awami Jamhoori Party,2013,عوامي جمهوري پارٽي,Sindh Taalemi Policy,Awami Jamhoori Party | عوامي جمهوري پارٽي,sindhi,,
san_0031,لولو ڏنم ڪانوَ کي,Yasir Qazi,2017,ياسر قاضي,Lolo Dinum Kaanva khay,Sindhri Kitabi Silsilo,sindhi,,
san_0592,اسلام جو سياسي نظريو,Mualana Maududi,2000,مولانا مودودي,Islam jo siyasi nazriyo,"Sindhi Dar al ishaat, Jamaat e islami",sindhi,,
san2020-138,سنڌي ٻوليءَ جي تاريخ,Bherumal Maharchand Advani,1972,ڀيرومل مهرچند آڏواڻي,Sindhi Bolia Jee Taareekh (A History of Sindhi Language),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-143,اکر پٽي (سامونڊي پٽيءَ جا لفظ) لغت,Mansoor Thalho,2014,منصور ٿلهو,Akhar Pati (Samondi Pati Ja Lafz) Lughat,Sindhya Publication,sindhi,,
san2020-15,حيدرآباد جو اڳيون اوج (تاريخ، رسمون رواج، سچا واقعا ۽ حڪايتون),Dr. Habib-ullah Mirza,2009,ڊاڪٽر حبيب الله مرزا,Hyderabad jo agyon auj,"Roshni Publications, Kandiaro.",sindhi,,
san2020-161,هائوسنگ سوسائٽي (ناول),Qurratulain Hyder,,قرت العين حيدر (سنڌيڪار منصور ٻرڙو),Housing Society (Novel),Unknown,sindhi,,
san2020-163,سنڌي لوڪ ڪهاڻيون ـ ٧ : ڳاهن سان ڳالهيون,Dr. Nabi Bakhsh Baloch,1995,ڊاڪٽر نبي بخش بلوچ,Sindhi FOLK TALES-VII (Stories in Narrative Form),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-164,خيرپور جي ميرن جو ادب، سياست ۽ ثقافت ۾ حصو,Atta M. Hami,2009,عطا محمد حامي,"Khairpur Jy Miran Jo Adab, Siyasat ain Saqafat mein Hiso","Sindhica Academy, Karachi.",sindhi,,
san2020-76,ڀڳت سنگھ کي ڦاسي (سنگيت ناٽڪ),Shaikh Ayaz,1986,شيخ اياز,Bhagat Singh khey Phaasi,New Fields Publications,sindhi,,
san2020-79,منهنجي دنيا هيڪل وياڪل (ناول),Siraj,1989,سراج,Munhinjee Duniya Haykal Viyakal,"Tando Wali Mohammed, Hyderabad.",sindhi,,
san_0014,شاھ جو رسالو (مڪمل) (ڪلياڻ آڏواڻي),Kalyan Adwani,1993,شاھه عبداللطيف ڀٽائي (ڪلياڻ آڏواڻي),Shah jo Risalo (Poetry Collection of Shah Abdul Latif Bhittai),"Roshni Publications, Kandiaro.",sindhi,,
san_0018,ٽين دنيا (ڪهاڻيون),Zaffar Abbasi,1995,ظفر عباسي,Treen dunya,"New Thinkers Forum, Hyderabad.",sindhi,,
san_0056,حويليءَ جا راز,Manik (Munir Ahmed),1995,ماڻڪ (منير احمد),Haweelia ja Raaz,Roshni Publications,sindhi,,
san_0064,گھاٽ مٿان گھنگھور گهٽا ۾,Shaikh Ayaz,1996,شيخ اياز,Ghaat mathan ghanghoor ghata mein,New Fields Publications,sindhi,,
san_0070,سوفيءَ جي دنيا,Jostein Gaarder,2010,جوسٽين گارڊر (سنڌيڪار ممتاز بخاري),Sophia jee dunya,Sindhica,sindhi,,
san_0081,اياز لطيف پليجي ڏي خط,Rasool Bakhsh Palijo,2017,رسول بخش پليجو,Ayaz Lateef palije De khat,Unknown,sindhi,,
san_0247,سنڌ ڪنهن ڪنهن ٻوڙائي؟ ۽ هاڻي ڇا ڪرڻ گھرجي؟,Comrade Ghulam Rasool Sahito,2000,ڪامريڊ غلام رسول سهتو,Sindh kanhin kanhin BoRaai,Shah Inayat Abaadgaar Union,sindhi,,
san_0267,ڪوڪڻ يا ڪلياڻ (بيت ۽ وايون),Ustad Bukhari,1997,استاد بخاري,KookaN ya kalyaN,"Roshni Publications, Kandiaro.",sindhi,,
san_0300,ثقافت ۽ انساني معاشري جي اوسر,Dr. Shamsudin Ursani,2015,ڊاڪٽر شمس الدين عرساڻي,Saqafat ain insaani muashire jee osar,"Osar IshaitaNo, Hyderabad.",sindhi,,
san_0314,مون ۽ مان ناراض (شاعري),Lakshman Dubi,2009,لڪشمڻ دبي,Muun ain maan naaraaz,"Sindhi Adabi Sangat, Sindh.",sindhi,,
